iter,train_mse
1318,4692.33
1319,4692.33
1320,4692.33
1321,4692.33
1322,4692.33
1323,4692.33
1324,4692.33
1325,4692.33
1326,4692.33
1327,4692.33
1328,4692.33
1329,4692.33
1330,4692.33
1331,4692.33
1332,4692.33
1333,4692.33
1334,4692.33
1335,4692.33
1336,4692.33
1337,4692.33
1338,4692.33
1339,4692.33
1340,4692.33
1341,4692.33
1342,4692.33
1343,4692.33
1344,4692.33
1345,4692.33
1346,4692.33
1347,4692.33
1348,4692.33
1349,4692.33
1350,4692.33
1351,4692.33
1352,4692.33
1353,4692.33
1354,4692.33
1355,4692.33
1356,4692.33
1357,4692.33
1358,4692.33
1359,4692.33
1360,4692.33
1361,4692.33
1362,4692.33
1363,4692.33
1364,4692.33
1365,4692.33
1366,4692.33
1367,4692.33
1368,4692.33
1369,4692.33
1370,4692.33
1371,4692.33
1372,4692.33
1373,4692.33
1374,4692.33
1375,4692.33
1376,4692.33
1377,4692.33
1378,4692.33
1379,4692.33
1380,4692.33
1381,4692.33
1382,4692.33
1383,4692.33
1384,4692.33
1385,4692.33
1386,4692.33
1387,4692.33
1388,4692.33
1389,4692.33
1390,4692.33
1391,4692.33
1392,4692.33
1393,4692.33
1394,4692.33
1395,4692.33
1396,4692.33
1397,4692.33
1398,4692.33
1399,4692.33
1400,4692.33
1401,4692.33
1402,4692.33
1403,4692.33
1404,4692.33
1405,4692.33
1406,4692.33
1407,4692.33
1408,4692.33
1409,4692.33
1410,4692.33
1411,4692.33
1412,4692.33
1413,4692.33
1414,4692.33
1415,4692.33
1416,4692.33
1417,4692.33
1418,4692.33
1419,4692.33
1420,4692.33
1421,4692.33
1422,4692.33
1423,4692.33
1424,4692.33
1425,4692.33
1426,4692.33
1427,4692.33
1428,4692.33
1429,4692.33
1430,4692.33
1431,4692.33
1432,4692.33
1433,4692.33
1434,4692.33
1435,4692.33
1436,4692.33
1437,4692.33
1438,4692.33
1439,4692.33
1440,4692.33
1441,4692.33
1442,4692.33
1443,4692.33
1444,4692.33
1445,4692.33
1446,4692.33
1447,4692.33
1448,4692.33
1449,4692.33
1450,4692.33
1451,4692.33
1452,4692.33
1453,4692.33
1454,4692.33
1455,4692.33
1456,4692.33
1457,4692.33
1458,4692.33
1459,4692.33
1460,4692.33
1461,4692.33
1462,4692.33
1463,4692.33
1464,4692.33
1465,4692.33
1466,4692.33
1467,4692.33
1468,4692.33
1469,4692.33
1470,4692.33
1471,4692.33
1472,4692.33
1473,4692.33
1474,4692.33
1475,4692.33
1476,4692.33
1477,4692.33
1478,4692.33
1479,4692.33
1480,4692.33
1481,4692.33
1482,4692.33
1483,4692.33
1484,4692.33
1485,4692.33
1486,4692.33
1487,4692.33
1488,4692.33
1489,4692.33
1490,4692.33
1491,4692.33
1492,4692.33
1493,4692.33
1494,4692.33
1495,4692.33
1496,4692.33
1497,4692.33
1498,4692.33
1499,4692.33
1500,4692.33
1501,4692.33
1502,4692.33
1503,4692.33
1504,4692.33
1505,4692.33
1506,4692.33
1507,4692.33
1508,4692.33
1509,4692.33
1510,4692.33
1511,4692.33
1512,4692.33
1513,4692.33
1514,4692.33
1515,4692.33
1516,4692.33
1517,4692.33
1518,4692.33
1519,4692.33
1520,4692.33
1521,4692.33
1522,4692.33
1523,4692.33
1524,4692.33
1525,4692.33
1526,4692.33
1527,4692.33
1528,4692.33
1529,4692.33
1530,4692.33
1531,4692.33
1532,4692.33
1533,4692.33
1534,4692.33
1535,4692.33
1536,4692.33
1537,4692.33
1538,4692.33
1539,4692.33
1540,4692.33
1541,4692.33
1542,4692.33
1543,4692.33
1544,4692.33
1545,4692.33
1546,4692.33
1547,4692.33
1548,4692.33
1549,4692.33
1550,4692.33
1551,4692.33
1552,4692.33
1553,4692.33
1554,4692.33
1555,4692.33
1556,4692.33
1557,4692.33
1558,4692.33
1559,4692.33
1560,4692.33
1561,4692.33
1562,4692.33
1563,4692.33
1564,4692.33
1565,4692.33
1566,4692.33
1567,4692.33
1568,4692.33
1569,4692.33
1570,4692.33
1571,4692.33
1572,4692.33
1573,4692.33
1574,4692.33
1575,4692.33
1576,4692.33
1577,4692.33
1578,4692.33
1579,4692.33
1580,4692.33
1581,4692.33
1582,4692.33
1583,4692.33
1584,4692.33
1585,4692.33
1586,4692.33
1587,4692.33
1588,4692.33
1589,4692.33
1590,4692.33
1591,4692.33
1592,4692.33
1593,4692.33
1594,4692.33
1595,4692.33
1596,4692.33
1597,4692.33
1598,4692.33
1599,4692.33
1600,4692.33
1601,4692.33
1602,4692.33
1603,4692.33
1604,4692.33
1605,4692.33
1606,4692.33
1607,4692.33
1608,4692.33
1609,4692.33
1610,4692.33
1611,4692.33
1612,4692.33
1613,4692.33
1614,4692.33
1615,4692.33
1616,4692.33
1617,4692.33
1618,4692.33
1619,4692.33
1620,4692.33
1621,4692.33
1622,4692.33
1623,4692.33
1624,4692.33
1625,4692.33
1626,4692.33
1627,4692.33
1628,4692.33
1629,4692.33
1630,4692.33
1631,4692.33
1632,4692.33
1633,4692.33
1634,4692.33
1635,4692.33
1636,4692.33
1637,4692.33
1638,4692.33
1639,4692.33
1640,4692.33
1641,4692.33
1642,4692.33
1643,4692.33
1644,4692.33
1645,4692.33
1646,4692.33
1647,4692.33
1648,4692.33
1649,4692.33
1650,4692.33
1651,4692.33
1652,4692.33
1653,4692.33
1654,4692.33
1655,4692.33
1656,4692.33
1657,4692.33
1658,4692.33
1659,4692.33
1660,4692.33
1661,4692.33
1662,4692.33
1663,4692.33
1664,4692.33
1665,4692.33
1666,4692.33
1667,4692.33
1668,4692.33
1669,4692.33
1670,4692.33
1671,4692.33
1672,4692.33
1673,4692.33
1674,4692.33
1675,4692.33
1676,4692.33
1677,4692.33
1678,4692.33
1679,4692.33
1680,4692.33
1681,4692.33
1682,4692.33
1683,4692.33
1684,4692.33
1685,4692.33
1686,4692.33
1687,4692.33
1688,4692.33
1689,4692.33
1690,4692.33
1691,4692.33
1692,4692.33
1693,4692.33
1694,4692.33
1695,4692.33
1696,4692.33
1697,4692.33
1698,4692.33
1699,4692.33
1700,4692.33
1701,4692.33
1702,4692.33
1703,4692.33
1704,4692.33
1705,4692.33
1706,4692.33
1707,4692.33
1708,4692.33
1709,4692.33
1710,4692.33
1711,4692.33
1712,4692.33
1713,4692.33
1714,4692.33
1715,4692.33
1716,4692.33
1717,4692.33
1718,4692.33
1719,4692.33
1720,4692.33
1721,4692.33
1722,4692.33
1723,4692.33
1724,4692.33
1725,4692.33
1726,4692.33
1727,4692.33
1728,4692.33
1729,4692.33
1730,4692.33
1731,4692.33
1732,4692.33
1733,4692.33
1734,4692.33
1735,4692.33
1736,4692.33
1737,4692.33
1738,4692.33
1739,4692.33
1740,4692.33
1741,4692.33
1742,4692.33
1743,4692.33
1744,4692.33
1745,4692.33
1746,4692.33
1747,4692.33
1748,4692.33
1749,4692.33
1750,4692.33
1751,4692.33
1752,4692.33
1753,4692.33
1754,4692.33
1755,4692.33
1756,4692.33
1757,4692.33
1758,4692.33
1759,4692.33
1760,4692.33
1761,4692.33
1762,4692.33
1763,4692.33
1764,4692.33
1765,4692.33
1766,4692.33
1767,4692.33
1768,4692.33
1769,4692.33
1770,4692.33
1771,4692.33
1772,4692.33
1773,4692.33
1774,4692.33
1775,4692.33
1776,4692.33
1777,4692.33
1778,4692.33
1779,4692.33
1780,4692.33
1781,4692.33
1782,4692.33
1783,4692.33
1784,4692.33
1785,4692.33
1786,4692.33
1787,4692.33
1788,4692.33
1789,4692.33
1790,4692.33
1791,4692.33
1792,4692.33
1793,4692.33
1794,4692.33
1795,4692.33
1796,4692.33
1797,4692.33
1798,4692.33
1799,4692.33
1800,4692.33
1801,4692.33
1802,4692.33
1803,4692.33
1804,4692.33
1805,4692.33
1806,4692.33
1807,4692.33
1808,4692.33
1809,4692.33
1810,4692.33
1811,4692.33
1812,4692.33
1813,4692.33
1814,4692.33
1815,4692.33
1816,4692.33
1817,4692.33
1818,4692.33
1819,4692.33
1820,4692.33
1821,4692.33
1822,4692.33
1823,4692.33
1824,4692.33
1825,4692.33
1826,4692.33
1827,4692.33
1828,4692.33
1829,4692.33
1830,4692.33
1831,4692.33
1832,4692.33
1833,4692.33
1834,4692.33
1835,4692.33
1836,4692.33
1837,4692.33
1838,4692.33
1839,4692.33
1840,4692.33
1841,4692.33
1842,4692.33
1843,4692.33
1844,4692.33
1845,4692.33
1846,4692.33
1847,4692.33
1848,4692.33
1849,4692.33
1850,4692.33
1851,4692.33
1852,4692.33
1853,4692.33
1854,4692.33
1855,4692.33
1856,4692.33
1857,4692.33
1858,4692.33
1859,4692.33
1860,4692.33
1861,4692.33
